change_source,changed_property,changed_value_new,changed_value_old,entity_id,id,last_modified,nango_metadata_cursor,nango_metadata_first_seen_at,nango_metadata_last_action,nango_metadata_last_modified_at,properties_address,properties_address2,properties_annualrevenue,properties_city,properties_closedate,properties_country,properties_createdate,properties_days_to_close,properties_description,properties_domain,properties_ds_liurl,properties_ds_liwebsite,properties_engagements_last_meeting_booked,properties_facebook_company_page,properties_first_contact_createdate,properties_first_conversion_date,properties_first_conversion_event_name,properties_first_deal_created_date,properties_founded_year,properties_hs_all_accessible_team_ids,properties_hs_all_assigned_business_unit_ids,properties_hs_all_owner_ids,properties_hs_all_team_ids,properties_hs_analytics_first_timestamp,properties_hs_analytics_first_touch_converting_campaign,properties_hs_analytics_first_visit_timestamp,properties_hs_analytics_last_timestamp,properties_hs_analytics_last_touch_converting_campaign,properties_hs_analytics_last_visit_timestamp,properties_hs_analytics_latest_source,properties_hs_analytics_latest_source_data_1,properties_hs_analytics_latest_source_data_2,properties_hs_analytics_latest_source_timestamp,properties_hs_analytics_num_page_views,properties_hs_analytics_num_visits,properties_hs_analytics_source,properties_hs_analytics_source_data_1,properties_hs_analytics_source_data_2,properties_hs_annual_revenue_currency_code,properties_hs_country_code,properties_hs_created_by_user_id,properties_hs_date_entered_customer,properties_hs_date_entered_lead,properties_hs_date_entered_opportunity,properties_hs_date_exited_lead,properties_hs_date_exited_opportunity,properties_hs_employee_range,properties_hs_industry_group,properties_hs_is_enriched,properties_hs_keywords,properties_hs_last_booked_meeting_date,properties_hs_last_logged_call_date,properties_hs_last_logged_outgoing_email_date,properties_hs_last_open_task_date,properties_hs_last_sales_activity_date,properties_hs_last_sales_activity_timestamp,properties_hs_last_sales_activity_type,properties_hs_lastmodifieddate,properties_hs_latest_meeting_activity,properties_hs_linkedin_handle,properties_hs_logo_url,properties_hs_notes_last_activity,properties_hs_notes_next_activity,properties_hs_notes_next_activity_type,properties_hs_num_blockers,properties_hs_num_child_companies,properties_hs_num_contacts_with_buying_roles,properties_hs_num_decision_makers,properties_hs_num_open_deals,properties_hs_object_id,properties_hs_object_source,properties_hs_object_source_detail_1,properties_hs_object_source_id,properties_hs_object_source_label,properties_hs_object_source_user_id,properties_hs_pipeline,properties_hs_predictivecontactscore_v2,properties_hs_revenue_range,properties_hs_sales_email_last_replied,properties_hs_state_code,properties_hs_target_account_probability,properties_hs_task_label,properties_hs_time_in_customer,properties_hs_time_in_lead,properties_hs_time_in_opportunity,properties_hs_total_deal_value,properties_hs_unique_creation_key,properties_hs_updated_by_user_id,properties_hs_user_ids_of_all_owners,properties_hs_v2_cumulative_time_in_lead,properties_hs_v2_date_entered_lead,properties_hs_v2_date_entered_opportunity,properties_hs_v2_date_exited_lead,properties_hs_v2_latest_time_in_lead,properties_hs_was_imported,properties_hubspot_owner_assigneddate,properties_hubspot_owner_id,properties_hubspot_team_id,properties_industry,properties_is_public,properties_lifecyclestage,properties_linkedin_company_page,properties_linkedinbio,properties_name,properties_notes_last_contacted,properties_notes_last_updated,properties_notes_next_activity_date,properties_num_associated_contacts,properties_num_associated_deals,properties_num_contacted_notes,properties_num_conversion_events,properties_num_notes,properties_numberofemployees,properties_phone,properties_recent_conversion_date,properties_recent_conversion_event_name,properties_recent_deal_amount,properties_recent_deal_close_date,properties_state,properties_timezone,properties_total_money_raised,properties_total_revenue,properties_twitterhandle,properties_type,properties_web_technologies,properties_website,properties_zip,record_id,snapshot_timestamp,source_id,updated_ts,dbt_valid_from,dbt_valid_to,version_n
current,,,,33693546279,33693546279,2025-08-07 01:10:57.722000000,,,,,,,,,,,2025-05-20 05:06:46.714000000,,,web-co.com,,,,,2025-05-20 05:06:46.039000000,,,2025-05-23 02:17:59.318000000,,,,,,2025-05-20 05:06:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-20 05:06:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-20 05:06:46.714000000,2025-05-23 02:18:00.166000000,2025-05-23 02:18:00.166000000,,,,,,2025-08-07 00:30:00,,2025-08-07 01:10:45.017000000,,,,,2025-08-07 01:10:57.722000000,2025-08-07 00:30:00,,,0-49-173756130012,,,0,0,0,0,1,33693546279,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-07-28 23:19:38,,0.5459001064300537,web-co.com,,249073452.0,9190136094.0,45000.0,,,,,,,,,,,,,,,opportunity,,,web-co.com,2025-08-07 01:10:45.017000000,2025-08-07 01:10:45.017000000,,1,1.0,9.0,0.0,16.0,,,,,,,,,,,,,,web-co.com,,8dd40e4b992802fb1bb0ca3b741d6cd1,2025-09-06 11:07:01,,2025-09-06 11:07:01.464000000,2025-09-06 11:07:01.464000000,,12
current,,,,33693546279,33693546279,2025-08-07 01:10:57.722000000,,,,,,,,,,,2025-05-20 05:06:46.714000000,,,web-co.com,,,,,2025-05-20 05:06:46.039000000,,,2025-05-23 02:17:59.318000000,,,,,,2025-05-20 05:06:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-20 05:06:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-20 05:06:46.714000000,2025-05-23 02:18:00.166000000,2025-05-23 02:18:00.166000000,,,,,,2025-08-07 00:30:00,,2025-08-07 01:10:45,,,,,2025-08-07 01:10:57.722000000,2025-08-07 00:30:00,,,0-49-173756130012,,,0,0,0,0,1,33693546279,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-07-28 23:19:38,,0.5459001064300537,web-co.com,,249073452.0,9362920988.0,45000.0,,,,,,,,,,,,,,,opportunity,,,web-co.com,2025-08-07 01:10:45,2025-08-07 01:10:45.017000000,,1,1.0,9.0,0.0,16.0,,,,,,,,,,,,,,web-co.com,,798c8c3bff97f073ccfc6c12f64a076a,2025-09-08 11:06:44,,2025-09-08 11:06:44.723000000,2025-09-08 11:06:44.723000000,,13
current,,,,33693546279,33693546279,2025-08-07 01:10:57.722000000,,,,,,,,,,,2025-05-20 05:06:46.714000000,,,web-co.com,,,,,2025-05-20 05:06:46.039000000,,,2025-05-23 02:17:59.318000000,,,,,,2025-05-20 05:06:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-20 05:06:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-20 05:06:46.714000000,2025-05-23 02:18:00.166000000,2025-05-23 02:18:00.166000000,,,,,,2025-08-07 00:30:00,,2025-08-07 01:10:45,,,,,2025-08-07 01:10:57.722000000,2025-08-07 00:30:00,,,0-49-173756130012,,,0,0,0,0,1,33693546279,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-07-28 23:19:38,,0.5459001064300537,web-co.com,,249073452.0,9449385905.0,45000.0,,,,,,,,,,,,,,,opportunity,,,web-co.com,2025-08-07 01:10:45,2025-08-07 01:10:45,,1,1.0,9.0,0.0,16.0,,,,,,,,,,,,,,web-co.com,,1d21adc563aff43ffa38a16a89809cd0,2025-09-09 11:07:50,,2025-09-09 11:07:50.744000000,2025-09-09 11:07:50.744000000,,14
CALCULATED,hs_lastmodifieddate,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,,,,2025-05-21 00:41:28.822000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,f863ddfaccbbbc6b69686679d57411ab,2025-05-21 00:41:28,,2025-05-21 00:41:28.822000000,2025-05-21 00:41:28.822000000,,1
API,hs_lastmodifieddate,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,1970-01-21 10:43:45.130000000,,,2025-05-30 22:12:14.083000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,f2307d91e820773ba8b8569b7ba4ec7b,2025-05-30 22:12:14,,2025-05-30 22:12:14.083000000,2025-05-30 22:12:14.083000000,,2
current,,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,1970-01-21 10:43:45.130000000,,,2025-05-30 22:12:14.083000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,9109441001.0,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,3a26a7dbee161213107691788d327d34,2025-09-03 11:05:20,,2025-09-03 11:05:20.618000000,2025-09-03 11:05:20.618000000,,3
current,,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,1970-01-21 10:43:45.130000000,,,2025-05-30 22:12:14.083000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,9282197454.0,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,52ede8d0787718f2f7964d8628734fb7,2025-09-05 11:04:36,,2025-09-05 11:04:36.500000000,2025-09-05 11:04:36.500000000,,4
current,,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,1970-01-21 10:43:45.130000000,,,2025-05-30 22:12:14.083000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,9368677073.0,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,9b095e97c3c9b153ea5872b27b6b03d1,2025-09-06 11:05:55,,2025-09-06 11:05:55.588000000,2025-09-06 11:05:55.588000000,,5
current,,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,1970-01-21 10:43:45.130000000,,,2025-05-30 22:12:14.083000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,9541432537.0,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,0ec300d0cf1000b00bd50384b00d4bbc,2025-09-08 11:05:13,,2025-09-08 11:05:13.844000000,2025-09-08 11:05:13.844000000,,6
current,,,,33726180901,33726180901,2025-05-30 22:12:14.083000000,,,,,,,,,,,2025-05-21 00:41:15.986000000,,,bakertilly.com,,,,,2025-05-21 00:41:15.031000000,,,,,,,,,2025-05-21 00:41:00,,,,,,OFFLINE,EXTENSION,userId:75203033,2025-05-21 00:41:00,0.0,0.0,OFFLINE,EXTENSION,userId:75203033,USD,,,,2025-05-21 00:41:15.986000000,,,,,,,,,,,,1970-01-21 10:43:45.130000000,,,2025-05-30 22:12:14.083000000,,,https://na1.hubspot-logos.com/9eb60ce5-1fef-41b9-99db-9d625efa2498,,,,0,0,0,0,0,33726180901,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Baker Tilly US,,9627941574.0,,,,,,,,,,,,,,,,,lead,,,Baker Tilly US,,,,1,,,0.0,0.0,,,,,,,,,,,,,,bakertilly.com,,36d964023b572fa251ce6af724863468,2025-09-09 11:07:04,,2025-09-09 11:07:04.604000000,2025-09-09 11:07:04.604000000,,7
API,hs_lastmodifieddate,,,33752656546,33752656546,2025-09-04 03:05:13.479000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-05-21 04:08:49.568000000,,,,,2025-05-21 04:09:49.508000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-79491472173,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,,,0.3862511813640594,Athena,,,,,,,,,,,,,,,,,,,lead,,,Athena,2025-05-21 04:08:49,2025-05-21 04:08:49,,1,,1.0,0.0,1.0,,,,,,,,,,,,,,athena.com,,f63d9fb4d2dddac2cb65883219ce7172,2025-05-21 04:09:49,,2025-05-21 04:09:49.508000000,2025-05-21 04:09:49.508000000,,1
API,hs_lastmodifieddate,,,33752656546,33752656546,2025-09-07 12:02:16.610000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-05-22 22:48:06,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-05-22 23:14:52.017000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-79667584420,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-22 23:04:24,,0.4084651470184326,Athena,,,,,,,,,,,,,,,,,,,lead,,,Athena,2025-05-22 22:48:06,2025-05-22 23:04:24,,1,,2.0,0.0,4.0,,,,,,,,,,,,,,athena.com,,eb1b34b2ce6374d05c3ddffa690166ae,2025-05-22 23:14:52,,2025-05-22 23:14:52.017000000,2025-05-22 23:14:52.017000000,,2
API,hs_lastmodifieddate,,,33752656546,33752656546,2025-09-04 03:05:13.479000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-05-27 20:28:58.348000000,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-05-27 20:40:40.080000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-80174516043,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4501262605190277,Athena,,,,,,,,,,,,,,,,,,,lead,,,Athena,2025-05-27 20:28:58,2025-05-27 20:28:58,,1,,3.0,0.0,6.0,,,,,,,,,,,,,,athena.com,,d2efd236d2b5a17c93bdaf73bc3c1168,2025-05-27 20:40:40,,2025-05-27 20:40:40.080000000,2025-05-27 20:40:40.080000000,,3
current,,,,33752656546,33752656546,2025-05-27 20:40:40.080000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-05-27 20:28:58,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-05-27 20:40:40.080000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-80174516043,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4501262605190277,Athena,,9097004420.0,,,,,,,,,,,,,,,,,lead,,,Athena,2025-05-27 20:28:58,2025-05-27 20:28:58,,1,,3.0,0.0,6.0,,,,,,,,,,,,,,athena.com,,e98fa05eb8a54a6ff950ed4f32f66e6a,2025-09-03 11:05:21,,2025-09-03 11:05:21.121000000,2025-09-03 11:05:21.121000000,,4
CALCULATED,hs_lastmodifieddate,,,33752656546,33752656546,2025-09-07 12:02:16.610000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-09-04 03:04:58,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-09-04 03:05:13.479000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-191758200530,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4501262605190277,Athena,,,,,,,,,,,,,,,,,,,lead,,,Athena,2025-09-04 03:04:58.073000000,2025-09-04 03:04:58.073000000,,1,,4.0,0.0,7.0,,,,,,,,,,,,,,athena.com,,c9ddabf43423b8cb0182b8e7fe247541,2025-09-04 03:05:13,,2025-09-04 03:05:13.479000000,2025-09-04 03:05:13.479000000,,5
current,,,,33752656546,33752656546,2025-09-04 03:05:13.479000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-09-04 03:04:58.073000000,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-09-04 03:05:13.479000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-191758200530,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4501262605190277,Athena,,9269810103.0,,,,,,,,,,,,,,,,,lead,,,Athena,2025-09-04 03:04:58.073000000,2025-09-04 03:04:58.073000000,,1,,4.0,0.0,7.0,,,,,,,,,,,,,,athena.com,,f15efe5a21fd9328b163e73321d4bc74,2025-09-05 11:05:27,,2025-09-05 11:05:27.360000000,2025-09-05 11:05:27.360000000,,6
current,,,,33752656546,33752656546,2025-09-04 03:05:13.479000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-09-04 03:04:58.073000000,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-09-04 03:05:13.479000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-191758200530,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4501262605190277,Athena,,9356357351.0,,,,,,,,,,,,,,,,,lead,,,Athena,2025-09-04 03:04:58,2025-09-04 03:04:58,,1,,4.0,0.0,7.0,,,,,,,,,,,,,,athena.com,,8bd4308557efb68259aed409da35261d,2025-09-06 11:08:16,,2025-09-06 11:08:16.721000000,2025-09-06 11:08:16.721000000,,7
,,,,33752656546,33752656546,2025-09-07 12:02:16.610000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-09-07 12:01:23,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-09-07 12:02:16.610000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-193491601101,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4712904393672943,Athena,,10450183467.0,,,,,,,,,,,,,,,,,lead,,,Athena,2025-09-07 12:01:23,2025-09-07 12:01:23,,1,,5.0,0.0,8.0,,,,,,,,,,,,,,athena.com,,d6e2bc30e0800746c8853cd34e24ccb9,,,2025-09-07 12:02:16.610000000,2025-09-07 12:02:16.610000000,,8
current,,,,33752656546,33752656546,2025-09-07 12:02:16.610000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-09-07 12:01:23,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-09-07 12:02:16.610000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-193491601101,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4712904393672943,Athena,,9529164650.0,,,,,,,,,,,,,,,,,lead,,,Athena,2025-09-07 12:01:23,2025-09-07 12:01:23,,1,,5.0,0.0,8.0,,,,,,,,,,,,,,athena.com,,61c8ef23a5e379b847d35d2e925b75ab,2025-09-08 11:08:02,,2025-09-08 11:08:02.922000000,2025-09-08 11:08:02.922000000,,9
current,,,,33752656546,33752656546,2025-09-07 12:02:16.610000000,,,,,,,,,,,2025-05-21 04:08:32.563000000,,,athena.com,,,,,2025-05-21 04:08:31.590000000,,,,,,,,,2025-05-21 04:08:00,,,,,,OFFLINE,EXTENSION,userId:75501330,2025-05-21 04:08:00,0.0,0.0,OFFLINE,EXTENSION,userId:75501330,USD,,,,2025-05-21 04:08:32.563000000,,,,,,,,,,2025-09-07 12:01:23,,1970-01-21 10:32:17.098000000,2025-05-22 23:04:58.457000000,EMAIL_REPLY,2025-09-07 12:02:16.610000000,,,https://na1.hubspot-logos.com/2a0f79ff-e4b7-49ec-8fe2-b507bdef065c,0-49-193491601101,,,0,0,0,0,0,33752656546,COMPANIES,"""Create and associate companies with contacts"" setting",FetchAssociatedCompanyIdStep,CRM_SETTING,,companies-lifecycle-pipeline,,,2025-05-27 19:23:14,,0.4712904393672943,Athena,,9615609562.0,,,,,,,,,,,,,,,,,lead,,,Athena,2025-09-07 12:01:23,2025-09-07 12:01:23,,1,,5.0,0.0,8.0,,,,,,,,,,,,,,athena.com,,604f457f2c2729127c477efc76725246,2025-09-09 11:08:46,,2025-09-09 11:08:46.424000000,2025-09-09 11:08:46.424000000,,10
